id,date,kospi_close,kospi_chg_pct,clean_day,event,category,time_kst,scheduled,expected_vs_actual,news_N,impact_I,direction,importance,confidence,exposure,unverified,market_closed
KR-20250826-02,2025-08-26,3179.36,-0.95,N,"외국인 6,821억·기관 2,639억 순매도(개인 8,470억 순매수)",수급,장중,—,—,2,2,▼,2.0,C,지수,N,N
KR-20250827-01,2025-08-27,3187.16,0.25,N,엔비디아 2Q 실적(8/28 05:20 KST) 앞 관망 속 소폭 반등,반도체/AI,장중,예정,—,1,1,▲,1.0,C,반도체,N,N
KR-20250828-01,2025-08-28,3196.32,0.29,N,"한은 기준금리 2.50% 동결(2회 연속, 10:00경) — 수도권 집값·가계부채 우려",통화정책,10:00 장중,예정,예상 부합,4,1,◆,2.2,A,금리민감주,N,N
KR-20250828-02,2025-08-28,3196.32,0.29,N,"엔비디아 실적 소화 — 장초 3,175 하락 출발 후 기관 3,262억 매수로 장중 3,211까지 반등",반도체/AI,8/28 05:20,예정,컨센 상회·데이터센터 소폭 미달,3,1,◆,1.8,B,반도체,N,N
KR-20250829-01,2025-08-29,3186.01,-0.32,N,"상승 모멘텀 부재, 외국인 3,660억 순매도로 3,200 하회",수급,장중,—,—,1,1,▼,1.0,C,지수,N,N
KR-20250901-01,2025-09-01,3142.93,-1.35,N,"美, 삼성전자·SK하이닉스 중국 공장 VEU(검증된 최종사용자) 지위 철회(8/29 발표) + 알리바바 자체 AI칩 개발 소식에 美 기술주 급락 → 반도체 불확실성, -1.35%",반도체/AI,8/30 주말,돌발,—,4,3,▼,3.4,B,반도체,N,N
KR-20250901-02,2025-09-01,3142.93,-1.35,N,"美 7월 PCE 소화, 외국인·기관 동반 매도",거시지표,8/29 21:30,예정,예상 부합,2,1,▼,1.4,B,지수,N,N
KR-20250905-01,2025-09-05,3205.12,,N,"美 이민세관단속국(ICE), 조지아주 현대차-LG에너지솔루션 배터리 합작공장 단속(9/4 美) — 475명 체포(한국인 약 300명) → 대미 투자 리스크 부각",지정학,9/5 새벽,돌발,—,5,1,▼,2.6,C,2차전지·자동차,N,N
KR-20250905-02,2025-09-05,3205.12,,N,9/2부터 이어진 연속 상승(9/9까지 6거래일) 구간 — 외국인 반도체 매수,수급,장중,—,—,2,2,▲,2.0,C,반도체,N,N
KR-20250908-01,2025-09-08,3219.59,0.45,N,"美 8월 비농업 +2.2만 쇼크(9/5 21:30) → 연준 인하 기대 + 브로드컴 호실적(9/5) → 외국인 2,304억 순매수",거시지표,9/5 21:30,예정,예상 +7.5만 → +2.2만,4,2,▲,2.8,B,지수·반도체,N,N
KR-20250909-01,2025-09-09,3260.05,1.26,N,"외국인 반도체 집중 매수(6,920억)로 종가 기준 연고점 경신(+1.26%)",수급,장중,—,—,3,3,▲,3.0,C,반도체,N,N
KR-20250910-01,2025-09-10,3314.53,1.67,N,"코스피 종가 사상 최고치(2021.7.6 3,305.21 경신, 4년 2개월 만) — 당정 ""양도세 대주주 기준 현행 50억 유지"" 예고 + 美 3대 지수 사상 최고",정책,장중(보도),돌발,10억 하향 → 50억 유지,5,3,▲,3.8,C,지수·증권,N,N
KR-20250911-01,2025-09-11,3344.2,0.90,N,사상 최고치 경신 지속 — 이재명 대통령 취임 100일 회견(대주주 기준 유지·자본시장 정책)·국민성장펀드 본격화,정책,10:00 장중,예정,—,4,2,▲,2.8,A,지수,N,N
KR-20250912-01,2025-09-12,3395.54,1.54,N,"외국인 1.42조 순매수로 9거래일 연속 상승, 4거래일 연속 사상 최고",수급,장중,—,—,3,3,▲,3.0,C,지수,N,N
KR-20250915-01,2025-09-15,3407.31,0.35,N,"정부, 대주주 양도세 기준 50억원 유지 공식화 → 사상 첫 3,400 돌파, 10거래일 연속 상승",정책,주말~장전,예정,8/1 급락 원인 해소,5,2,▲,3.2,B,지수·증권,N,N
KR-20250916-01,2025-09-16,3449.62,1.24,N,"11거래일 연속 상승, 사상 최고(장중 3,452.50)",수급,장중,—,—,2,2,▲,2.0,C,지수,N,N
KR-20250917-01,2025-09-17,3413.4,-1.05,N,"FOMC 결과(9/18 03:00) 대기 속 차익실현 → 12거래일 만에 하락(-1.05%), SK하이닉스 -4.17%, 기관 3,054억 매도",수급,장중,—,—,3,3,▼,3.0,C,반도체,N,N
KR-20250918-01,2025-09-18,3461.3,1.40,N,"FOMC 기준금리 0.25%p 인하 → 4.00~4.25%(9/18 03:00 KST, 9개월 만의 인하) → 사상 최고 종가",통화정책,9/18 03:00,예정,예상 부합,5,3,▲,3.8,B,지수·성장주,N,N
KR-20250919-01,2025-09-19,3445.24,-0.46,N,사상 최고 후 차익실현 약보합,수급,장중,—,—,1,1,▼,1.0,C,지수,N,N
KR-20250922-01,2025-09-22,3468.65,0.68,N,"삼성전자 52주 신고가(""왕의 귀환"") 주도로 사상 최고(장중 3,482.25)",반도체/AI,장중,—,—,3,2,▲,2.4,C,삼성전자,N,N
KR-20250923-01,2025-09-23,3486.19,0.51,N,"엔비디아, 오픈AI에 최대 1,000억달러 투자 발표(9/22 美) → 엔비디아·애플 등 美 기술주 강세 → 사상 최고",반도체/AI,9/23 새벽,돌발,—,4,2,▲,2.8,B,반도체·AI,N,N
KR-20250924-01,2025-09-24,3472.14,-0.40,N,"파월 ""주가 상당히 고평가""(9/24 01:00 KST) → 美 3대 지수 하락 + 피로감, 외국인 3,353억 매도",통화정책,9/24 01:00,돌발,—,3,1,▼,1.8,B,지수,N,N
KR-20250925-01,2025-09-25,3471.11,-0.03,N,관세 후속협상 경계 속 보합,정책,장중,—,—,1,1,◆,1.0,C,지수,N,N
KR-20250926-01,2025-09-26,3386.05,-2.45,Y,"한·미 관세 후속협상 난기류: 트럼프 ""3,500억달러는 선불(up front)"" 발언(9/26 새벽 KST) → 현금 선투자 부담 우려, -2.45%(-85.06p)",정책,9/26 새벽,돌발,분할·보증 방식 기대 → 현금 선불 요구,5,4,▼,4.4,B,지수·자동차,N,N
KR-20250926-02,2025-09-26,3386.05,-2.45,Y,[장후 20:20] 대전 국가정보자원관리원 화재 → 정부 전산망 대규모 마비(주말),정치,20:20 장후,돌발,—,5,1,◆,2.6,C,보안·IT서비스,N,N
KR-20250930-01,2025-09-30,3424.6,,N,"3분기 마감: 코스피 +11.49%(7월 +5.66%, 8월 -1.83%, 9월 +7.49%)",수급,장중,—,—,2,1,▲,1.4,C,지수,N,N
KR-20251001-01,2025-10-01,3455.83,0.91,N,"[장후] 오픈AI 샘 올트먼 방한 — 삼성전자·SK하이닉스와 ""스타게이트"" 메모리 공급 LOI(월 최대 90만 장 웨이퍼)",반도체/AI,10/1 저녁,돌발,—,5,4,▲,4.4,B,반도체,N,N
KR-20251001-02,2025-10-01,3455.83,0.91,N,"美 연방정부 셧다운(10/1) → 연준 인하 재료로 해석, 외국인 8,459억 순매수(+0.91%)",정책(해외),10/1 13:00,예정,—,3,2,▲,2.4,B,지수,N,N
KR-20251002-01,2025-10-02,3549.21,2.70,Y,"오픈AI 스타게이트 협력 반영 → 삼성전자 +3.49%, SK하이닉스 +9.86%, 코스피 사상 첫 3,500 돌파(+2.70%)",반도체/AI,10/1 저녁,돌발,—,5,4,▲,4.4,B,반도체,N,N
KR-20251003-01,2025-10-03,,,N,[휴장: 개천절~추석·한글날 연휴 10/3~10/9],시장제도,—,예정,—,1,1,◆,1.0,B,—,N,Y
KR-20251010-01,2025-10-10,3610.6,1.73,N,"[장후] 트럼프, 11/1부터 중국산 100% 추가 관세 발표(10/11 새벽 KST, 中 희토류 수출통제 보복)",정책(해외),10/11 새벽,돌발,—,5,3,▼,3.8,B,지수,N,N
KR-20251010-02,2025-10-10,3610.6,1.73,N,"연휴 중 글로벌 증시 상승분 반영 → 삼성전자·SK하이닉스 최고가, 사상 첫 3,600(+1.73%). 원/달러 1,421원",해외증시,연휴 중,—,—,4,3,▲,3.4,B,반도체,N,N
KR-20251013-01,2025-10-13,3584.55,-0.72,N,"미·중 무역갈등 재점화(100% 관세 위협) → 장초 -1.68%(3,522) 후 개인 1.17조 매수로 방어, -0.72%. 외국인 8,211억 매도",정책(해외),10/11 새벽,돌발,—,5,2,▼,3.2,B,지수,N,N
KR-20251014-01,2025-10-14,3561.81,-0.63,N,"삼성전자 3Q 잠정실적(장전) 매출 86조·영업이익 12.1조 어닝서프라이즈에도 미·중 갈등(中, 한화오션 美 자회사 제재)에 묻혀 하락",기업실적,08:00 장전,예정,컨센(약 10조) 상회,4,2,◆,2.8,B,삼성전자·조선,N,N
KR-20251014-02,2025-10-14,3561.81,-0.63,N,"외환당국 구두개입(원/달러 1,420원대)",환율,장중,돌발,—,3,1,◆,1.8,A,지수,N,N
KR-20251015-01,2025-10-15,3657.28,2.68,N,"기관 7,516억·외국인 1,629억 순매수로 사상 최고(+2.68%)",수급,장중,—,—,3,3,▲,3.0,C,지수,N,N
KR-20251015-02,2025-10-15,3657.28,2.68,N,10·15 부동산 대책(서울 전역 토지거래허가·대출 규제) 발표 → 부동산→증시 자금이동 기대,정책,10:00경,돌발,—,5,1,▲,2.6,C,증권·건설,N,N
KR-20251016-01,2025-10-16,3748.37,2.49,N,"美 반도체 랠리(TSMC 호실적) + 한·미 관세협상 타결 기대(자동차·2차전지) → 사상 첫 3,700(+2.49%), 외국인 6,586억·기관 7,417억",반도체/AI,10/16 새벽,예정,—,4,3,▲,3.4,B,반도체·자동차·2차전지,N,N
KR-20251017-01,2025-10-17,3748.89,0.01,N,"장중 3,794.87 후 차익실현, 보합",수급,장중,—,—,1,1,◆,1.0,C,지수,N,N
KR-20251020-01,2025-10-20,3814.69,1.76,N,"미·중 협상·한·미 관세 APEC 타결 기대 + 부동산 세제 발언에 ""머니무브"" 기대 → 사상 첫 3,800(+1.76%), 기관 매수",정책,장중,—,—,4,3,▲,3.4,C,지수,N,N
KR-20251021-01,2025-10-21,3823.84,0.24,N,"장중 3,893.06 사상 최고 후 상승폭 축소",수급,장중,—,—,1,1,▲,1.0,C,지수,N,N
KR-20251022-01,2025-10-22,3883.68,1.56,N,6거래일 연속 사상 최고(+1.56%). 금값 하룻밤 5% 급락(10/21 美),수급,장중,—,—,2,3,▲,2.6,C,지수,N,N
KR-20251023-01,2025-10-23,3845.56,-0.98,N,"장중 사상 첫 3,900(3,902.21) 터치 후 환율 급등·차익실현으로 -0.98%. 넷플릭스·테슬라 실적 부진",환율,장중,—,—,3,2,▼,2.4,C,지수,N,N
KR-20251023-02,2025-10-23,3845.56,-0.98,N,한은 기준금리 2.50% 동결(3회 연속),통화정책,10:00 장중,예정,예상 부합,4,1,◆,2.2,A,금리민감주,N,N
KR-20251024-01,2025-10-24,3941.59,2.50,N,"반도체 중심 순환매 랠리 → 사상 첫 3,900 종가(+2.50%)",반도체/AI,장중,—,—,3,3,▲,3.0,C,반도체,N,N
KR-20251027-01,2025-10-27,4042.83,2.57,Y,"미·중 쿠알라룸푸르 무역협상 프레임워크 합의(10/26) → 코스피 사상 첫 4,000 돌파(+2.57%), 삼성전자 첫 10만원, 코스닥 900 회복",정책(해외),10/26 주말,예정,—,5,4,▲,4.4,B,지수·반도체,N,N
KR-20251028-01,2025-10-28,4010.41,-0.80,N,"4,000 돌파 후 차익실현(-0.80%)",수급,장중,—,—,2,1,▼,1.4,C,지수,N,N
KR-20251029-01,2025-10-29,4081.15,1.76,N,"경주 APEC 한·미 정상회담 기대 → 신고가 속출(+1.76%). [저녁] 관세협상 최종 타결: 대미투자 3,500억달러 중 현금 2,000억(연 200억달러 상한), 자동차 관세 15%",정책,장중~저녁,예정,연 한도 설정으로 부담 완화,5,3,▲,3.8,B,자동차·조선·지수,N,N
KR-20251029-02,2025-10-29,4081.15,1.76,N,"SK하이닉스 3Q 매출 24.4조·영업이익 11.3조(사상 첫 10조 돌파, 장전)",기업실적,08:00 장전,예정,컨센 상회,4,2,▲,2.8,B,SK하이닉스,N,N
KR-20251030-01,2025-10-30,4086.89,0.14,N,"관세 타결 반영 장중 4,146.72 사상 최고 후 차익실현, 보합(+0.14%)",정책,10/29 저녁,예정,—,4,1,▲,2.2,B,자동차,N,N
KR-20251030-02,2025-10-30,4086.89,0.14,N,"FOMC 0.25%p 인하 → 3.75~4.00%(10/30 03:00), 파월 ""12월 인하 기정사실 아냐"" / 부산 미·중 정상회담",통화정책,10/30 03:00,예정,인하 부합·매파 발언,4,1,◆,2.2,B,지수,N,N
KR-20251031-01,2025-10-31,4107.5,0.50,N,"엔비디아, 한국 정부·삼성·SK·현대차·네이버에 블랙웰 GPU 26만 장(약 14조원) 공급 발표 + 젠슨 황-이재용-정의선 ""깐부 회동""(10/30 저녁) → 현대차 +9%, 사상 첫 4,100 종가",반도체/AI,10/30 저녁~10/31,돌발,—,5,2,▲,3.2,B,AI·반도체·자동차·로봇,N,N
KR-20251103-01,2025-11-03,4221.87,2.78,N,"사상 최고 종가(+2.78%), SK하이닉스 62만원(""60만닉스"")",반도체/AI,장중,—,—,4,3,▲,3.4,C,반도체,N,N
KR-20251104-01,2025-11-04,4121.74,-2.37,N,"AI 고평가 경고(월가 CEO 조정 경고) → 장중 4,226.75 최고 후 급락, 삼성전자·SK하이닉스 5%대 하락(-2.37%). 외국인 2.2조 순매도",반도체/AI,11/4 새벽,돌발,—,4,4,▼,4.0,B,반도체,N,N
KR-20251105-01,2025-11-05,4004.42,-2.85,Y,"美 AI주 급락(팔란티어 등) → 09:46 매도 사이드카(4/7 이후 두 번째), 장중 3,867.81(-5.5%)까지 급락 후 개인 매수로 4,000선 턱걸이(-2.85%)",반도체/AI,11/5 새벽,돌발,—,5,4,▼,4.4,B,지수·반도체,N,N
KR-20251106-01,2025-11-06,4026.45,0.55,N,"개인·기관 매수로 반등(+0.55%), 외국인 1.5조 순매도 지속",수급,장중,—,—,2,1,▲,1.4,C,지수,N,N
KR-20251107-01,2025-11-07,3953.76,-1.81,N,"외국인 5거래일 연속 매도 → 10거래일 만에 4,000 하회(-1.81%), 코스닥 -2.38%",수급,장중,—,—,3,3,▼,3.0,C,지수,N,N
KR-20251110-01,2025-11-10,4073.24,3.02,N,"美 셧다운 종료 임박 + 정부 배당소득 분리과세 최고세율 완화 추진 → +3.02%(4/10 이후 최대 상승), 기관 1.31조, 금융주 강세(KB금융 +4.28%)",정책,11/10 새벽~장중,돌발,—,4,4,▲,4.0,B,지수·금융·배당주,N,N
KR-20251111-01,2025-11-11,4106.39,0.81,N,반등 지속,수급,장중,—,—,1,1,▲,1.0,C,지수,N,N
KR-20251112-01,2025-11-12,4150.32,1.07,N,"기관 9,191억 순매수로 +1.07%, 코스닥 +2.52%(900 탈환)",수급,장중,—,—,2,2,▲,2.0,C,지수·코스닥,N,N
KR-20251113-01,2025-11-13,4170.63,0.49,N,"美 셧다운 해제(임시예산안 하원 통과, 11/13 새벽) 기대 + 옵션만기, 4거래일 연속 상승. 셀트리온 +6.67%·LG화학 +6.61%·두산에너빌리티 +5.99%",정책(해외),11/13 새벽,예정,—,3,1,▲,1.8,B,지수,N,N
KR-20251114-01,2025-11-14,4011.57,-3.81,Y,"연준 12월 인하 기대 후퇴 + 셧다운 해제 후 美 기술주 급락(11/13 美) → -3.81%, 외국인 2.36조 순매도(4년 만 최대), SK하이닉스 -8.50%",통화정책,11/14 새벽,돌발,인하 기대 → 후퇴,4,4,▼,4.0,B,반도체·지수,N,N
KR-20251117-01,2025-11-17,4089.25,1.94,N,"이재명 대통령-재계 회동(11/16)에서 삼성 등 대기업 대규모 국내투자 발표 → 반도체 강세, AI 버블론 진정(+1.94%)",정책,11/16 주말,예정,—,4,3,▲,3.4,B,반도체·지수,N,N
KR-20251118-01,2025-11-18,3953.62,-3.32,Y,"AI 거품론 재점화 + 연준 인하 속도조절 → 4,000 붕괴(-3.32%), 엔비디아 실적(11/20 새벽) 앞 경계",반도체/AI,11/18 새벽,돌발,—,4,4,▼,4.0,B,반도체,N,N
KR-20251119-01,2025-11-19,3929.51,-0.61,N,"장중 3,854.95까지 급락 후 낙폭 축소(-0.61%). 외국인 11/3~19 누적 10.2조 순매도, 공포지수 급등",수급,장중,—,—,3,1,▼,1.8,C,지수,N,N
KR-20251120-01,2025-11-20,4004.85,1.92,Y,엔비디아 3Q 매출 570.1억달러(예상 549.2억)·데이터센터 512억달러(+66%) 호실적(11/20 06:20 KST) → 3거래일 만에 반등(+1.92%),반도체/AI,11/20 06:20,예정,컨센 +3.8%,5,3,▲,3.8,B,반도체,N,N
KR-20251121-01,2025-11-21,3853.26,-3.79,Y,"""검은 금요일"": 엔비디아 호실적 효과 소멸·AI 거품 재점화 + 연준 12월 동결 전망 + 환율 상승 → -3.79%, 외국인 약 3조 순매도, SK하이닉스 -8%대",반도체/AI,11/21 새벽,돌발,—,5,4,▼,4.4,B,반도체·지수,N,N
KR-20251124-01,2025-11-24,3846.06,-0.19,N,연준 추가 인하 기대로 장초 +1.6% 후 AI 고평가 우려로 반락(-0.19%),통화정책,11/22 새벽,돌발,—,2,1,▼,1.4,C,지수,N,N
KR-20251125-01,2025-11-25,3857.78,0.30,N,구글 제미나이3(11/18 출시)·TPU 경쟁력 부각 속 소폭 반등,반도체/AI,장중,—,—,2,1,▲,1.4,C,반도체,N,N
KR-20251126-01,2025-11-26,3960.87,2.67,N,"연준 비둘기 발언·해싯 차기 의장 유력설 → 12월 인하 기대 재부상 + 알파벳 중심 AI주 반등 → +2.67%, 외국인 5,237억·기관 1.22조",통화정책,11/26 새벽,돌발,—,4,3,▲,3.4,B,지수·반도체,N,N
KR-20251127-01,2025-11-27,3986.91,0.66,N,"한은 기준금리 2.50% 동결(4회 연속), 성장률 전망 2025년 1.0%·2026년 1.8%로 상향 — 장중 4,000 터치",통화정책,10:00 장중,예정,예상 부합,4,1,◆,2.2,A,금리민감주,N,N
KR-20251128-01,2025-11-28,3926.59,-1.51,N,"美 추수감사절 휴장 속 외국인 2.04조 순매도, 반도체 약세 → -1.51%. 코스닥은 정책 기대에 3%대 급등",수급,장중,—,—,3,3,▼,3.0,C,반도체·코스닥,N,N
KR-20251201-01,2025-12-01,3920.37,-0.16,N,"BOJ 12월 금리 인상 선회(우에다 총재 12/1 발언) → 엔캐리 청산 우려, 장초 +1% 후 반락(-0.16%). 코스닥 4일째 상승",통화정책(해외),12/1 오전,돌발,—,3,1,▼,1.8,A,지수,N,N
KR-20251202-01,2025-12-02,3994.93,1.90,N,반등(+1.90%),수급,장중,—,—,1,2,▲,1.6,C,지수,N,N
KR-20251203-01,2025-12-03,4036.3,1.04,N,"9거래일 만에 4,000 회복(+1.04%) — 비상계엄 1년",수급,장중,—,—,2,2,▲,2.0,C,지수,N,N
KR-20251204-01,2025-12-04,4028.51,-0.19,N,"美 민간고용 부진에도 인하 기대 — 외국인 4일 연속 매도로 장중 3,982 후 약보합",수급,장중,—,—,1,1,▼,1.0,C,지수,N,N
KR-20251205-01,2025-12-05,4100.05,1.78,N,"외국인 9,923억·기관 1.15조 쌍끌이 매수로 16거래일 만에 4,100 회복(+1.78%)",수급,장중,—,—,3,3,▲,3.0,C,지수,N,N
KR-20251208-01,2025-12-08,4154.85,1.34,N,"외국인 3,213억 순매수, +1.34%",수급,장중,—,—,1,2,▲,1.6,C,지수,N,N
KR-20251209-01,2025-12-09,4143.55,-0.27,N,"FOMC(12/11) 앞 관망, 약보합",통화정책,—,예정,—,1,1,◆,1.0,C,지수,N,N
KR-20251210-01,2025-12-10,4135.0,-0.21,N,"FOMC 결과 발표 앞 관망, 2일째 하락",통화정책,—,예정,—,1,1,◆,1.0,C,지수,N,N
KR-20251211-01,2025-12-11,4110.62,-0.59,N,"오라클 실적(12/11 06:00) 대규모 설비투자·부채 우려 + 기관 7,748억 매도 → 하락 전환(-0.59%)",반도체/AI,12/11 06:00,예정,매출 예상 하회,4,2,▼,2.8,B,AI·반도체,N,N
KR-20251211-02,2025-12-11,4110.62,-0.59,N,"FOMC 0.25%p 인하 → 3.50~3.75%(12/11 04:00 KST, 3회 연속) → 장초 4,170까지 상승",통화정책,12/11 04:00,예정,예상 부합,4,1,▲,2.2,B,지수,N,N
KR-20251212-01,2025-12-12,4167.16,1.38,N,"연준 완화 + 브로드컴 호실적(12/12 06:00) → 4거래일 만에 상승(+1.38%), 기관 1.45조",반도체/AI,12/12 06:00,예정,—,3,3,▲,3.0,B,반도체,N,N
KR-20251215-01,2025-12-15,4090.59,-1.84,N,"브로드컴 CEO 회의적 전망·오라클 수익성 논란 → 필라델피아 반도체지수 급락(12/12 美) → -1.84%, 외국인 1.12조·기관 6,297억 매도",반도체/AI,12/13 새벽,돌발,—,4,3,▼,3.4,B,반도체,N,N
KR-20251216-01,2025-12-16,3999.13,-2.24,Y,"오라클 등 美 AI주 급락(12/15 美) → 외국인·기관 매도로 10거래일 만에 4,000 붕괴(-2.24%)",반도체/AI,12/16 새벽,돌발,—,4,4,▼,4.0,B,반도체·지수,N,N
KR-20251217-01,2025-12-17,4056.41,1.43,N,"반도체 강세 + 기관 7거래일 만에 순매수 전환 → 하루 만에 4,000 회복(+1.43%)",수급,장중,—,—,2,3,▲,2.6,C,반도체,N,N
KR-20251218-01,2025-12-18,3994.51,-1.53,Y,"""오라클 쇼크"": 블루아울, 오라클 AI 데이터센터 100억달러 투자 철회 → AI 인프라 수익성 의구심, 마이크론 호실적(12/18 06:00)에도 -1.53%. 원/달러 1,478.3원",반도체/AI,12/18 새벽,돌발,—,5,3,▼,3.8,B,반도체·AI,N,N
KR-20251219-01,2025-12-19,4020.55,0.65,N,"美 11월 CPI 안도(12/18 22:30) + AI 우려 완화 → 4,000 탈환(+0.65%). BOJ 기준금리 0.75%로 인상(예상 부합)",거시지표,12/18 22:30,예정,예상 하회,3,2,▲,2.4,B,지수,N,N
KR-20251222-01,2025-12-22,4105.93,2.12,N,"마이크론 호실적 재평가 + 산타랠리 기대 → +2.12%, 삼성전자 +3.8%(11만원), SK하이닉스 +6%. 외국인 1.10조·기관 1.60조 순매수",반도체/AI,장중,—,—,3,4,▲,3.6,C,반도체,N,N
KR-20251223-01,2025-12-23,4117.32,0.28,N,"외국인 9,550억·기관 3,502억 순매수로 3거래일 연속 상승. 트럼프 ""한화와 프리깃함 협력"" 발언 → 한화그룹·조선주 강세",정책(해외),12/23 새벽,돌발,—,3,1,▲,1.8,B,조선·한화그룹,N,N
KR-20251224-01,2025-12-24,4108.62,-0.21,N,외환당국 대책(국민연금 전략적 환헤지 등)으로 원/달러 급락에도 개인 매도로 4거래일 만에 하락(-0.21%),환율,장중,돌발,—,3,1,◆,1.8,C,지수·수출주,N,N
KR-20251226-01,2025-12-26,4129.68,0.51,N,"산타랠리 — 삼성전자 +5.31%(11.7만원) 사상 최고가, 원/달러 이틀간 43원 급락해 1,440원대",반도체/AI,장중,—,—,3,2,▲,2.4,C,삼성전자,N,N
KR-20251229-01,2025-12-29,4220.56,2.20,N,"배당락에도 삼성전자(11.95만원)·SK하이닉스(64만원, +6.84%, 투자경고 해제) 사상 최고가 → +2.20%, 역대 두 번째 종가",반도체/AI,장중,—,—,3,4,▲,3.6,C,반도체,N,N
KR-20251230-01,2025-12-30,4214.17,-0.15,N,"2025년 폐장: 코스피 4,214.17(-0.15%), 연간 +75.6%(1999년 이후 최대, 주요국 1위). SK하이닉스 연간 +279%",수급,폐장,예정,—,5,1,◆,2.6,C,지수,N,N
