id,date,nasdaq_close,nasdaq_chg_pct,close_approx,clean_day,event,category,time_et,scheduled,expected_vs_actual,news_N,impact_I,direction,importance,confidence,exposure
US-20250618-02,2025-06-18,19546.27,0.13,N,N,"트럼프 ""이란 공격할 수도 안 할 수도""",지정학,장중,돌발,—,3,1,◆,1.8,C,에너지
US-20250618-03,2025-06-18,19546.27,0.13,N,N,(6/19 준틴스 휴장),기타,—,예정,—,1,1,◆,1.0,C,—
US-20250620-01,2025-06-20,19447.41,-0.51,N,N,"WSJ ""삼성·SK하이닉스·TSMC 中 공장 美 장비 반입 면제(VEU) 철회 추진"" 보도 → 엔비디아 -1.1%·반도체 약세, 나스닥 -0.5%",AI/반도체,장중,돌발,—,3,2,▼,2.4,A,반도체
US-20250620-02,2025-06-20,19447.41,-0.51,N,N,"백악관 ""이란 공격 여부 2주 내 결정""(6/19) + 쿼드러플 위칭",지정학,전일,돌발,—,4,1,◆,2.2,C,에너지
US-20250620-03,2025-06-20,19447.41,-0.51,N,N,"월러 ""7월 인하 가능"" 발언",통화정책,08:30 ET 장전,돌발,—,2,1,▲,1.4,C,—
US-20250623-01,2025-06-23,19630.97,0.94,N,Y,"美 B-2 이란 포르도 등 핵시설 공습(6/21 토) → 이란 카타르 美 기지 ""사전 통보된"" 보복(장중) → 확전 우려 해소, WTI -7%, 나스닥 +0.9%. 장후 트럼프 휴전 발표",지정학,주말~14:00 ET,돌발,확전 우려 → 제한적 보복,5,2,▲,3.2,A,지수·에너지
US-20250623-02,2025-06-23,19630.97,0.94,N,Y,"보먼 부의장 ""7월 인하 지지 가능""",통화정책,10:00 ET 장중,돌발,—,2,1,▲,1.4,C,—
US-20250624-01,2025-06-24,19912.53,1.43,N,Y,"이스라엘-이란 휴전 발효, 유가 추가 -6% → 나스닥 +1.4%, 사상 최고 근접",지정학,전일 18:00 ET 장후,돌발,—,5,3,▲,3.8,B,지수·항공·에너지
US-20250624-02,2025-06-24,19912.53,1.43,N,Y,"파월 하원 증언 ""관세 없었다면 인하했을 것""",통화정책,10:00 ET 장중,예정,—,3,1,▲,1.8,A,—
US-20250625-01,2025-06-25,19973.55,0.31,N,N,"엔비디아 +4.3% 사상 최고(시총 3.77조달러, 1위) → 나스닥 +0.3%",AI/반도체,장중,—,—,3,1,▲,1.8,C,엔비디아
US-20250625-02,2025-06-25,19973.55,0.31,N,N,"파월 상원 증언, 트럼프 NATO 정상회의",통화정책,10:00 ET,예정,—,2,1,◆,1.4,C,—
US-20250626-01,2025-06-26,20167.91,0.97,N,N,"WSJ ""트럼프, 차기 연준의장 9~10월 조기 지명 검토"" → 비둘기파 기대로 금리↓·달러↓, 나스닥 +1.0%",통화정책,전일 장후,돌발,—,3,2,▲,2.4,B,지수
US-20250626-02,2025-06-26,20167.91,0.97,N,N,"내구재 주문 +16.4%·실업수당 23.6만 호조, 마이크론 호실적",거시지표,08:30 ET 장전,예정,상회,2,1,▲,1.4,A,—
US-20250627-01,2025-06-27,20273.46,0.52,N,N,"S&P(6,173.07)·나스닥 2월 이후 첫 사상 최고 경신 — 4월 저점 대비 +30%",수급/기술적,장중,—,—,4,1,▲,2.2,C,지수
US-20250627-02,2025-06-27,20273.46,0.52,N,N,"트럼프 ""캐나다 디지털세로 무역협상 즉시 중단""(13:00 ET) → 장중 반락 후 회복",무역/관세,13:00 ET 장중,돌발,—,3,1,▼,1.8,A,캐나다 노출주
US-20250627-03,2025-06-27,20273.46,0.52,N,N,5월 근원 PCE 2.7% 소폭 상회,거시지표,08:30 ET 장전,예정,상회,2,1,◆,1.4,A,—
US-20250630-01,2025-06-30,20369.73,0.47,N,N,"캐나다 디지털세 철회(6/29) → 협상 재개, 나스닥 +0.5% 사상 최고, 2분기 +17.8%(2020년 이후 최고 분기)",무역/관세,주말,돌발,—,3,1,▲,1.8,B,지수
US-20250630-02,2025-06-30,20369.73,0.47,N,N,오라클 +4%(연 300억달러 클라우드 계약 공시),기업이벤트,장중,돌발,—,2,1,▲,1.4,C,오라클
US-20250701-01,2025-07-01,20202.89,-0.82,N,N,상원 감세법안(OBBBA) 통과(부통령 캐스팅보트),재정,12:00 ET 장중,예정,—,4,1,◆,2.2,A,국채
US-20250701-02,2025-07-01,20202.89,-0.82,N,N,"테크 차익실현·로테이션(엔비디아 -3%, MS -1%) → 나스닥 -0.8%, 소형·가치주 강세",수급/기술적,장중,—,—,3,1,▼,1.8,C,빅테크
US-20250701-03,2025-07-01,20202.89,-0.82,N,N,"파월(ECB 신트라) ""관세 없었으면 인하했을 것"", JOLTS 777만 상회",통화정책,09:30 ET 장중,예정,—,3,1,◆,1.8,A,—
US-20250702-01,2025-07-02,20393.13,0.94,N,Y,"트럼프 美-베트남 무역합의 발표(관세 20%, 환적 40%) → 나이키 +4%, 나스닥 +0.9%",무역/관세,12:30 ET 장중,돌발,46% → 20%,4,2,▲,2.8,A,의류·신발·소매
US-20250702-02,2025-07-02,20393.13,0.94,N,Y,테슬라 2Q 인도량 예상 부합 +5%,기업이벤트,09:00 ET 장전,예정,부합,3,1,▲,1.8,A,테슬라
US-20250702-03,2025-07-02,20393.13,0.94,N,Y,ADP -3.3만(2023.3 이후 첫 감소),거시지표,08:15 ET 장전,예정,예상 +9.5만 → 실제 -3.3만,2,1,▼,1.4,A,—
US-20250703-01,2025-07-03,20601.11,1.02,N,Y,"6월 고용 +14.7만(예상 11만)·실업률 4.1%(예상 4.3%) → 7월 인하 기대 소멸에도 경기 안도, 나스닥 +1.0% 사상 최고(조기폐장 13:00 ET)",거시지표,08:30 ET 장전,예정,예상 상회,4,3,▲,3.4,A,지수
US-20250703-02,2025-07-03,20601.11,1.02,N,Y,하원 감세법안 최종 통과 → 7/4 트럼프 서명,재정,장중,예정,—,4,1,◆,2.2,C,국채
US-20250707-01,2025-07-07,20412.52,-0.92,N,N,"트럼프 14개국 관세 서한 공개(日·韓 25%, 8/1 발효) + BRICS 동조국 10% 추가 위협 → 나스닥 -0.9%",무역/관세,12:00 ET 장중,돌발,—,5,2,▼,3.2,A,지수·日·韓 노출주
US-20250707-02,2025-07-07,20412.52,-0.92,N,N,"머스크 ""아메리카당"" 창당(7/5) → 테슬라 -6.8%",기업이벤트,주말,돌발,—,4,1,▼,2.2,B,테슬라
US-20250707-03,2025-07-07,20412.52,-0.92,N,N,상호관세 유예 8/1로 연장 행정명령(장후),무역/관세,장후,돌발,—,3,1,▲,1.8,A,—
US-20250708-01,2025-07-08,20418.47,0.03,N,N,"트럼프 ""구리 50% 관세"" → 구리 선물 +13%(사상 최대 일간 상승) + ""제약 최대 200%"" 위협 → 보합",무역/관세,장중,돌발,—,4,1,◆,2.2,A,구리·제약
US-20250708-02,2025-07-08,20418.47,0.03,N,N,"트럼프 ""8/1 연장 없다"" 발언",무역/관세,장중,돌발,—,3,1,▼,1.8,C,—
US-20250709-01,2025-07-09,20611.34,0.94,N,N,엔비디아 장중 시총 4조달러 최초 돌파(상장사 사상 첫) → 나스닥 +0.9% 사상 최고,AI/반도체,장중,—,—,5,2,▲,3.2,C,엔비디아·AI
US-20250709-02,2025-07-09,20611.34,0.94,N,N,장후 트럼프 브라질 50% 관세 서한,무역/관세,장후,돌발,—,3,1,▼,1.8,A,브라질
US-20250709-03,2025-07-09,20611.34,0.94,N,N,"6월 FOMC 의사록 ""대부분 연내 인하 적절""",통화정책,14:00 ET 장중,예정,—,2,1,▲,1.4,A,—
US-20250710-01,2025-07-10,20630.67,0.09,N,N,"엔비디아 4조달러 종가 마감, 델타항공 호실적 +12% → 나스닥 사상 최고",기업실적,장전,예정,상회,3,1,▲,1.8,A,항공·반도체
US-20250710-02,2025-07-10,20630.67,0.09,N,N,장후 트럼프 캐나다 35% 관세 서한(8/1),무역/관세,장후,돌발,—,3,1,▼,1.8,A,캐나다 노출주
US-20250711-01,2025-07-11,20585.53,-0.22,N,N,"캐나다 35% 관세 서한 + ""대부분 국가 15~20% 일괄 관세"" 발언 → 나스닥 -0.2%",무역/관세,전일 장후,돌발,—,4,1,▼,2.2,B,지수
US-20250711-02,2025-07-11,20585.53,-0.22,N,N,"비트코인 11.8만달러 사상 최고, 리바이스 +11%",기타,장중,—,—,2,1,▲,1.4,C,가상자산
US-20250714-01,2025-07-14,20640.33,0.27,N,N,"트럼프 EU·멕시코 30% 관세 서한(7/12 토) 소화 — ""협상용"" 인식에 소폭 상승",무역/관세,주말,돌발,—,4,1,◆,2.2,B,유럽·멕시코 노출주
US-20250714-02,2025-07-14,20640.33,0.27,N,N,"트럼프 ""러 50일 내 휴전 안하면 100% 2차 관세""",지정학,12:00 ET 장중,돌발,—,3,1,◆,1.8,C,—
US-20250715-01,2025-07-15,20677.8,0.18,N,N,"엔비디아 ""H20 中 판매 재허가"" 발표(7/14 밤) → 엔비디아 +4%·AMD +6.4% → 나스닥 사상 최고(+0.2%)",AI/반도체,전일 장후,돌발,—,4,2,▲,2.8,B,AI 반도체
US-20250715-02,2025-07-15,20677.8,0.18,N,N,6월 CPI 2.7%(전월 2.4%) 반등·관세 품목 상승 → S&P·다우 하락,거시지표,08:30 ET 장전,예정,부합(헤드라인)·근원 소폭 하회,4,1,▼,2.2,A,지수
US-20250715-03,2025-07-15,20677.8,0.18,N,N,"JP모건·씨티 호실적, 웰스파고 NII 가이던스 하향",기업실적,장전,예정,혼조,2,1,◆,1.4,A,은행
US-20250716-01,2025-07-16,20730.49,0.25,N,N,"트럼프 파월 해임 초안 보도(블룸버그·CBS, 12:30 ET) → 나스닥 장중 -0.8% 급락, 트럼프 ""가능성 매우 낮다"" 부인 후 회복 +0.3%",정치,12:30 ET 장중,돌발,—,5,1,◆,2.6,A,지수·달러·국채
US-20250716-02,2025-07-16,20730.49,0.25,N,N,"6월 PPI 0.0% 하회, ASML ""2026 성장 불확실"" -8%",거시지표,08:30 ET 장전,예정,예상 하회,2,1,◆,1.4,A,반도체 장비
US-20250717-01,2025-07-17,20884.27,0.74,N,N,6월 소매판매 +0.6%(예상 0.1%)·실업수당 22.1만 호조 + TSMC 2Q 순익 +61%(사상 최대) → 나스닥 +0.7% 사상 최고,거시지표,08:30 ET 장전,예정,예상 상회,3,1,▲,1.8,A,지수·반도체
US-20250717-02,2025-07-17,20884.27,0.74,N,N,"펩시코 +7.5%, 장후 넷플릭스 호실적",기업실적,장전,예정,상회,2,1,▲,1.4,A,필수소비재
US-20250717-03,2025-07-17,20884.27,0.74,N,N,"월러 ""7월 25bp 인하 지지""",통화정책,장후(7/17),돌발,—,2,1,▲,1.4,C,—
US-20250718-01,2025-07-18,20895.65,0.05,N,N,"넷플릭스 -5%(마진 가이던스) vs 차터 -18%, 나스닥 사상 최고(+0.05%)",기업실적,전일 장후,예정,—,2,1,◆,1.4,B,미디어
US-20250718-02,2025-07-18,20895.65,0.05,N,N,"FT ""트럼프, EU에 15~20% 최소관세 요구""",무역/관세,장중,돌발,—,2,1,▼,1.4,C,유럽 노출주
US-20250718-03,2025-07-18,20895.65,0.05,N,N,지니어스법(스테이블코인) 서명,정책(미국),장중,예정,—,2,1,▲,1.4,C,가상자산
US-20250721-01,2025-07-21,20974.17,0.38,N,N,"실적시즌 본격화: 버라이즌 호실적, 알파벳 +2.7%(실적 기대) → 나스닥 사상 최고(+0.4%)",기업실적,장전,예정,상회,2,1,▲,1.4,A,통신·빅테크
US-20250721-02,2025-07-21,20974.17,0.38,N,N,日 참의원 선거 여당 과반 상실(7/20) → 엔 강세,정치,주말,예정,—,2,1,◆,1.4,C,—
US-20250722-01,2025-07-22,20892.69,-0.39,N,N,"장후 美-日 무역합의 발표(관세 15%, 5,500억달러 투자)",무역/관세,19:30 ET 장후,돌발,25% → 15%,5,1,▲,2.6,A,자동차·日 노출주
US-20250722-02,2025-07-22,20892.69,-0.39,N,N,"필립스·인니 무역합의(19%) 속 GM -8%(관세 비용 11억달러), 반도체 약세 → 나스닥 -0.4%",기업실적,장전,예정,미달,3,1,▼,1.8,A,자동차·반도체
US-20250723-01,2025-07-23,21020.02,0.61,N,Y,"美-日 무역합의(15%, 자동차 포함) → 나스닥 +0.6% 21,000 첫 돌파, S&P 사상 최고. EU도 15% 협상 보도",무역/관세,전일 19:30 ET 장후,돌발,25% → 15%,5,2,▲,3.2,B,지수·자동차
US-20250723-02,2025-07-23,21020.02,0.61,N,Y,"장후 알파벳(클라우드 +32%, 설비투자 850억달러 상향)·테슬라(순익 -16%) 실적",기업실적,16:05 ET 장후,예정,알파벳 상회·테슬라 미달,4,1,◆,2.2,A,알파벳·테슬라
US-20250724-01,2025-07-24,21057.96,0.18,N,N,"알파벳 +1% 호실적 vs 테슬라 -8.2%(머스크 ""몇 분기 험난"") → 나스닥 +0.2% 사상 최고",기업실적,전일 장후,예정,혼조,4,1,◆,2.2,B,알파벳·테슬라
US-20250724-02,2025-07-24,21057.96,0.18,N,N,트럼프 연준 청사 리노베이션 현장 방문(파월 압박),정치,16:00 ET,돌발,—,3,1,◆,1.8,C,—
US-20250724-03,2025-07-24,21057.96,0.18,N,N,ECB 동결,통화정책,08:15 ET 장전,예정,부합,1,1,◆,1.0,C,—
US-20250725-01,2025-07-25,21108.32,0.24,N,N,"인텔 -8.5%(수천명 감원·오하이오 공장 지연) 속 S&P 주간 5회 사상 최고, 나스닥 +0.2%",기업실적,전일 장후,예정,미달,3,1,◆,1.8,B,인텔·반도체
US-20250725-02,2025-07-25,21108.32,0.24,N,N,6월 내구재 주문 -9.3%,거시지표,08:30 ET 장전,예정,부합,1,1,◆,1.0,C,—
US-20250728-01,2025-07-28,21178.58,0.33,N,N,"美-EU 무역합의(7/27 일, 스코틀랜드): 관세 15%·EU 美 에너지 7,500억달러 구매 → 나스닥 +0.3% 사상 최고, 엔비디아 +1.9%",무역/관세,주말,돌발,30% 위협 → 15%,5,2,▲,3.2,B,유럽 노출주·지수
US-20250728-02,2025-07-28,21178.58,0.33,N,N,美-中 스톡홀름 협상 개시(휴전 연장 논의),무역/관세,장중,예정,—,3,1,▲,1.8,C,중국 노출주
US-20250729-01,2025-07-29,21098.29,-0.38,N,N,"JOLTS 구인 744만 둔화·소비자신뢰 97.2 → 경기 둔화 신호, S&P 6일 연속 최고 행진 종료. 나스닥 -0.4%",거시지표,10:00 ET 장중,예정,예상 하회,2,1,▼,1.4,A,지수
US-20250729-02,2025-07-29,21098.29,-0.38,N,N,"유나이티드헬스 -7.5%(가이던스), 스톡홀름 협상 ""90일 연장 추진""",기업실적,장전,예정,미달,2,1,▼,1.4,A,헬스케어
US-20250730-01,2025-07-30,21129.67,0.15,N,N,"FOMC 4.25~4.50% 동결, 월러·보먼 인하 반대(1993년 이후 첫 이사 2명 반대) + 파월 ""9월 결정 안 해"" 매파 → 장중 하락",통화정책,14:00 ET 장중,예정,부합(동결)·매파 기자회견,5,1,▼,2.6,A,지수
US-20250730-02,2025-07-30,21129.67,0.15,N,N,장후 MS(애저 +39%)·메타(가이던스 서프라이즈) 호실적 → 시간외 +7~11%,기업실적,16:05 ET 장후,예정,상회,5,1,▲,2.6,A,MS·메타
US-20250730-03,2025-07-30,21129.67,0.15,N,N,2Q GDP 3.0%(예상 2.6%)·ADP 10.4만 호조,거시지표,08:15/08:30 ET 장전,예정,예상 상회,3,1,▲,1.8,A,—
US-20250730-04,2025-07-30,21129.67,0.15,N,N,"트럼프 한국 관세 15% 타결 발표(장후), 인도 25%·브라질 50% 서명",무역/관세,장후,돌발,—,3,1,◆,1.8,A,—
US-20250731-01,2025-07-31,21122.45,-0.03,N,N,메타 +11%·MS +3.9%(장중 시총 4조달러) → 장초 나스닥 +1.2% 후 상승분 반납(보합),기업실적,전일 장후,예정,상회,5,2,▲,3.2,B,빅테크·AI
US-20250731-02,2025-07-31,21122.45,-0.03,N,N,"트럼프 17개 제약사에 ""60일 내 약가 인하"" 서한 → 헬스케어 급락",정책(미국),장중,돌발,—,3,2,▼,2.4,A,제약
US-20250731-03,2025-07-31,21122.45,-0.03,N,N,"6월 근원 PCE 2.8% 상회 / 장후 애플·아마존 실적, 상호관세 행정명령(8/7 발효) 서명",거시지표,08:30 ET 장전,예정,상회,3,1,▼,1.8,A,—
US-20250801-01,2025-08-01,20650.13,-2.24,N,Y,7월 고용 +7.3만(예상 10만) + 5~6월 -25.8만 대폭 하향 → 침체 우려·9월 인하 확률 90% → 나스닥 -2.2%(5월 이후 최악),거시지표,08:30 ET 장전,예정,"예상 +10만 → 실제 +7.3만, 과거치 -25.8만",5,4,▼,4.4,A,지수
US-20250801-02,2025-08-01,20650.13,-2.24,N,Y,"상호관세 행정명령(7/31 밤, 69개국 10~41%, 8/7 발효) + 아마존 -8.3%(AWS 둔화)",무역/관세,전일 장후,예정,—,5,2,▼,3.2,B,지수·아마존
US-20250801-03,2025-08-01,20650.13,-2.24,N,Y,"트럼프 BLS 국장 해임(장후), 쿠글러 연준 이사 사임",정치,장후,돌발,—,4,1,▼,2.2,A,—
US-20250804-01,2025-08-04,21053.58,1.95,N,N,"고용 쇼크 → 9월 인하 기대 확산에 저가매수 반등 +2.0%, 엔비디아 +3.6%",통화정책,장중,—,—,3,3,▲,3.0,C,지수
US-20250804-02,2025-08-04,21053.58,1.95,N,N,장후 팔란티어 매출 10억달러 돌파 호실적,기업실적,16:00 ET 장후,예정,상회,3,1,▲,1.8,A,팔란티어
US-20250804-03,2025-08-04,21053.58,1.95,N,N,버크셔 2Q 실적 부진·크래프트하인즈 감액,기업실적,주말,예정,—,1,1,◆,1.0,C,—
US-20250805-01,2025-08-05,20916.55,-0.65,N,N,"7월 ISM 서비스 50.1(예상 51.5)·가격지수 69.9 급등 → 스태그 우려, 나스닥 -0.7%",거시지표,10:00 ET 장중,예정,예상 하회,3,1,▼,1.8,A,지수
US-20250805-02,2025-08-05,20916.55,-0.65,N,N,"팔란티어 +7.9%, 트럼프 ""반도체 관세 곧 발표"" · 장후 AMD 실적 부진",기업실적,전일 장후,예정,상회,2,1,◆,1.4,B,반도체
US-20250806-01,2025-08-06,21169.42,1.21,N,N,"애플 美 추가투자 1,000억달러(총 6,000억) 발표 예고 → 애플 +5.1%, 나스닥 +1.2%",기업이벤트,장중,돌발,—,4,3,▲,3.4,A,애플
US-20250806-02,2025-08-06,21169.42,1.21,N,N,"장후 트럼프 ""반도체 100% 관세, 美 투자 기업 면제"" 발표 + 인도 추가 25% 관세",무역/관세,장후,돌발,—,4,1,◆,2.2,A,반도체
US-20250807-01,2025-08-07,21242.7,0.35,N,N,"반도체 100% 관세 美 투자기업 면제 → 애플 +3.2%(주간 +13%), 나스닥 +0.35% 사상 최고",무역/관세,전일 장후,돌발,—,4,2,▲,2.8,B,애플·반도체
US-20250807-02,2025-08-07,21242.7,0.35,N,N,"상호관세 발효(00:01 ET), 트럼프 연준 이사에 미란 지명·월러 의장 유력 보도",무역/관세,00:01 ET,예정,—,4,1,◆,2.2,C,지수
US-20250807-03,2025-08-07,21242.7,0.35,N,N,영란은행 4.0%로 인하,통화정책,07:00 ET 장전,예정,부합,1,1,◆,1.0,C,—
US-20250808-01,2025-08-08,21450.02,0.98,N,N,애플 +4.2% 추가 상승 + 월러 차기 의장 유력(블룸버그) → 나스닥 +1.0% 사상 최고,통화정책,장중,돌발,—,3,2,▲,2.4,C,애플·지수
US-20250808-02,2025-08-08,21450.02,0.98,N,N,금 선물 관세 대상 혼선(CBP) → 금 사상 최고,무역/관세,장전,돌발,—,2,1,◆,1.4,C,금
US-20250811-01,2025-08-11,21385.4,-0.30,N,N,"엔비디아·AMD ""中 H20·MI308 매출 15% 美 정부 납부"" 합의 보도(FT) → 보합권 약세",AI/반도체,장전,돌발,—,4,1,▼,2.2,B,AI 반도체
US-20250811-02,2025-08-11,21385.4,-0.30,N,N,"7월 CPI(8/12) 앞 관망, 장후 美-中 관세휴전 90일 재연장(11/10까지) 행정명령",무역/관세,장후,돌발,—,4,1,▲,2.2,A,중국 노출주
US-20250812-01,2025-08-12,21681.9,1.39,N,Y,"7월 CPI 2.7%(예상 2.8%) 하회, 근원 3.1% → 9월 인하 확률 94% → 나스닥 +1.4% 사상 최고, 러셀 +3%",거시지표,08:30 ET 장전,예정,헤드라인 예상 하회,5,3,▲,3.8,A,지수·소형주
US-20250812-02,2025-08-12,21681.9,1.39,N,Y,美-中 휴전 90일 연장 확정,무역/관세,전일 장후,돌발,—,3,1,▲,1.8,B,중국 노출주
US-20250813-01,2025-08-13,21713.14,0.14,N,N,"베선트 ""9월 50bp 인하 가능, 금리 150~175bp 낮아야"" → 나스닥 +0.1% 사상 최고, 러셀 +2%",통화정책,장전,돌발,—,3,1,▲,1.8,A,소형주·금리민감주
US-20250814-01,2025-08-14,21710.67,-0.01,N,N,"7월 PPI +0.9%(예상 +0.2%, 3년 만에 최대) → 50bp 기대 소멸, 장초 급락 후 빅테크가 방어(보합)",거시지표,08:30 ET 장전,예정,예상 +0.2% → 실제 +0.9%,4,1,▼,2.2,A,지수·소형주
US-20250814-02,2025-08-14,21710.67,-0.01,N,N,태피스트리 -16%(관세 비용),기업실적,장전,예정,미달,1,1,▼,1.0,C,소비재
US-20250815-01,2025-08-15,21622.97,-0.40,N,N,트럼프-푸틴 알래스카 정상회담(장후) — 휴전 합의 없음,지정학,15:00 ET,예정,—,5,1,◆,2.6,C,—
US-20250815-02,2025-08-15,21622.97,-0.40,N,N,"인텔 +2.9%(美 정부 지분 투자 보도), 유나이티드헬스 +12%(버크셔 지분 공개) 속 반도체 약세 → 나스닥 -0.4%",기업이벤트,전일 장후,돌발,—,3,1,◆,1.8,B,헬스케어·인텔
US-20250815-03,2025-08-15,21622.97,-0.40,N,N,"7월 소매판매 +0.5% 양호, 미시간 기대인플레 반등",거시지표,08:30 ET 장전,예정,부합,2,1,◆,1.4,A,—
US-20250818-01,2025-08-18,21629.77,0.03,N,N,"젤렌스키·유럽 정상 백악관 회담, 트럼프 ""푸틴-젤렌스키 회담 추진"" → 관망 보합",지정학,13:00 ET 장중,예정,—,4,1,◆,2.2,C,방산
US-20250818-02,2025-08-18,21629.77,0.03,N,N,잭슨홀(8/21~23) 앞 관망,통화정책,—,예정,—,2,1,◆,1.4,C,—
US-20250819-01,2025-08-19,21314.96,-1.46,N,Y,"AI 거품론 확산(MIT 보고서 ""기업 95% 생성AI 수익 없어"" + 올트먼 ""AI 거품"" 발언) → 팔란티어 -9.4%, 엔비디아 -3.5%, 나스닥 -1.5%",AI/반도체,장중,돌발,—,4,3,▼,3.4,C,AI·반도체
US-20250819-02,2025-08-19,21314.96,-1.46,N,Y,인텔 +7%(소프트뱅크 20억달러 투자),기업이벤트,전일 장후,돌발,—,2,1,▲,1.4,B,인텔
US-20250820-01,2025-08-20,21172.86,-0.67,N,N,AI주 매도 이틀째 — 나스닥 장중 -1.9% 후 낙폭 축소(-0.7%),AI/반도체,장중,—,—,3,1,▼,1.8,C,AI
US-20250820-02,2025-08-20,21172.86,-0.67,N,N,"트럼프 쿡 연준 이사 사임 요구(모기지 사기 의혹) / 7월 FOMC 의사록 ""인플레 우려 우세""",통화정책,14:00 ET 장중,예정,매파,3,1,▼,1.8,A,—
US-20250820-03,2025-08-20,21172.86,-0.67,N,N,타깃 -6%(CEO 교체·가이던스),기업실적,장전,예정,미달,2,1,▼,1.4,A,소매
US-20250821-01,2025-08-21,21100.31,-0.34,N,N,"잭슨홀 개막 앞 관망, 월마트 가이던스 상향에도 -4.5% → 나스닥 -0.3%, 5일 연속 하락(S&P)",기업실적,장전,예정,혼조,2,1,▼,1.4,A,소매
US-20250821-02,2025-08-21,21100.31,-0.34,N,N,8월 S&P 제조업 PMI 53.3(3년 만에 최고)·실업수당 23.5만 증가,거시지표,09:45 ET 장중,예정,상회,2,1,◆,1.4,A,—
US-20250822-01,2025-08-22,21496.53,1.88,N,Y,"파월 잭슨홀 연설 ""위험 균형 이동, 정책 조정 필요할 수도"" → 9월 인하 시사, 나스닥 +1.9%, 다우 사상 최고, 러셀 +3.9%",통화정책,10:00 ET 장중,예정,예상(중립) → 비둘기,5,3,▲,3.8,A,지수·소형주
US-20250825-01,2025-08-25,21449.29,-0.22,N,N,"장후 트럼프 쿡 연준 이사 ""즉시 해임"" 통보(20:00 ET경) — 연준 사상 초유",정치,장후,돌발,—,5,1,▼,2.6,A,달러·국채
US-20250825-02,2025-08-25,21449.29,-0.22,N,N,잭슨홀 랠리 후 차익실현 → 나스닥 -0.2%,수급/기술적,장중,—,—,2,1,▼,1.4,C,지수
US-20250825-03,2025-08-25,21449.29,-0.22,N,N,"트럼프 ""가구 관세 조사"" 발표",무역/관세,장중,돌발,—,1,1,▼,1.0,C,가구
US-20250826-01,2025-08-26,21544.27,0.44,N,N,"쿡 해임 통보 → 쿡 ""법적 대응"", 장단기 금리차 확대에도 주식 영향 제한 → 나스닥 +0.4%",정치,전일 장후,돌발,—,5,1,◆,2.6,B,국채·달러
US-20250826-02,2025-08-26,21544.27,0.44,N,N,"보잉 +3.5%(대한항공 500억달러 계약), 에코스타 +70%(AT&T 주파수 230억달러)",기업이벤트,장중,돌발,—,2,1,▲,1.4,A,보잉·통신
US-20250827-01,2025-08-27,21590.14,0.21,N,N,"장후 엔비디아 2Q 매출 467억달러(데이터센터 소폭 미달, 中 H20 매출 0) → 시간외 -3%",기업실적,16:20 ET 장후,예정,매출 상회·데이터센터 미달,5,1,▼,2.6,A,AI 반도체
US-20250827-02,2025-08-27,21590.14,0.21,N,N,"엔비디아 실적 앞 관망, S&P 사상 최고 → 나스닥 +0.2%",AI/반도체,장중,—,—,2,1,▲,1.4,C,지수
US-20250828-01,2025-08-28,21705.16,0.53,N,N,"2Q GDP 3.3%로 상향(예상 3.1%) + 엔비디아 -0.8%에 그침 → 나스닥 +0.5%, S&P 사상 최고(6,501.86)",거시지표,08:30 ET 장전,예정,예상 상회,3,1,▲,1.8,A,지수
US-20250828-02,2025-08-28,21705.16,0.53,N,N,"월러 ""9월 인하 지지, 수개월 내 추가 인하""",통화정책,전일 장후,돌발,—,2,1,▲,1.4,C,—
US-20250829-01,2025-08-29,21455.55,-1.15,N,N,"델 -9%(AI 서버 마진)·마벨 -19%(데이터센터 가이던스) → AI 반도체 매도, 나스닥 -1.15%",기업실적,전일 장후,예정,미달,3,3,▼,3.0,B,AI 반도체
US-20250829-02,2025-08-29,21455.55,-1.15,N,N,"장후 연방순회항소법원 ""IEEPA 상호관세 대부분 위법""(7대4), 10/14까지 효력 유지",무역/관세,17:00 ET 장후,돌발,—,5,1,◆,2.6,A,지수
US-20250829-03,2025-08-29,21455.55,-1.15,N,N,7월 근원 PCE 2.9% 부합,거시지표,08:30 ET 장전,예정,부합,2,1,◆,1.4,A,—
US-20250902-01,2025-09-02,21279.63,-0.82,N,N,"(9/1 노동절 휴장) 글로벌 장기금리 급등 — 英 30년물 1998년 이후 최고, 美 30년물 5% → 나스닥 -0.8%",채권/금리,장전,—,—,4,1,▼,2.2,C,지수·성장주
US-20250902-02,2025-09-02,21279.63,-0.82,N,N,"항소법원 관세 위법 판결 불확실성 + 트럼프 ""대법원 상고""",무역/관세,주말,돌발,—,4,1,▼,2.2,B,지수
US-20250902-03,2025-09-02,21279.63,-0.82,N,N,ISM 제조업 48.7 위축 지속,거시지표,10:00 ET 장중,예정,예상 하회,1,1,◆,1.0,C,—
US-20250903-01,2025-09-03,21497.72,1.02,N,Y,"구글 반독점 판결 ""크롬 매각 불요""(9/2 장후, 메흐타 판사) → 알파벳 +9.1%, 애플 +3.8%(검색 계약 유지) → 나스닥 +1.0%",정책(미국),전일 장후,예정,예상(크롬 매각) → 실제 행위 제한만,5,3,▲,3.8,B,알파벳·애플
US-20250903-02,2025-09-03,21497.72,1.02,N,Y,7월 JOLTS 718만(10개월 최저) → 금리 하락,거시지표,10:00 ET 장중,예정,예상 하회,2,1,▲,1.4,A,—
